"cow","year","terrorinclead","terrorinc","totspendrevlog","transferslog","welfarelog","poplog","democ","govcap","conflict","govleft","tradelog","europe","africa","asia","america","gdppclog","totspendrevper","welfarepercent","transfersper"
150,1983,0,0,-2.27594304084778,-3.18206191062927,-2.78385186195374,15.0393199920654,-8,0.772421896457672,0,0,3.28268074989319,0,0,0,1,7.93020582199097,10.2700004577637,6.17999982833862,4.14999961853027
150,1984,0,0,-2.34967660903931,-3.24163293838501,-2.90042209625244,15.0685701370239,-8,0.779033958911896,0,0,3.63634824752808,0,0,0,1,7.9949688911438,9.53999996185303,5.5,3.90999960899353
150,1985,0,0,-2.33201384544373,-3.39620971679688,-3.03032374382019,15.0989398956299,-8,0.779254376888275,0,0,3.87995648384094,0,0,0,1,8.05864334106445,9.71000003814697,4.82999992370605,3.35000038146973
150,1986,0,0,-2.32892894744873,-3.58993935585022,-3.25450301170349,15.1299800872803,-8,0.763670682907104,0,0,4.06830596923828,0,0,0,1,8.09346199035645,9.73999977111816,3.8600001335144,2.76000022888184
150,1987,0,0,-2.28769659996033,-3.66126418113708,-3.31869602203369,15.1613502502441,-8,0.741339027881622,0,0,4.11539125442505,0,0,0,1,8.21175479888916,10.1499996185303,3.62000012397766,2.57000017166138
150,1988,1,0,-2.32995629310608,-4.21312808990479,-3.71317219734192,15.192850112915,-8,0.721649408340454,0,0,4.26742744445801,0,0,0,1,8.28172397613525,9.73000049591064,2.44000005722046,1.48000001907349
150,1989,0,1,-2.17331290245056,-4.19306039810181,-3.68488740921021,15.2242097854614,2,0.694425106048584,0,0,4.21558380126953,0,0,0,1,8.2702693939209,11.3800001144409,2.50999999046326,1.51000022888184
150,1990,3,0,-2.0955708026886,-4.27586650848389,-3.67300605773926,15.2551097869873,2,0.679731488227844,0,0,4.28689861297607,0,0,0,1,8.27435684204102,12.3000001907349,2.53999996185303,1.3899998664856
150,1991,0,3,-2.13453149795532,-3.80766296386719,-3.19907307624817,15.2847003936768,2,0.705355942249298,0,0,4.22515106201172,0,0,0,1,8.33206653594971,11.8299999237061,4.07999992370605,2.22000002861023
150,1992,2,0,-2.08505725860596,-3.44514918327332,-2.85249805450439,15.3129796981812,7,0.648742377758026,0,0,4.1995267868042,0,0,0,1,8.34877490997314,12.4300003051758,5.76999998092651,3.19000029563904
150,1993,0,2,-2.03791570663452,-3.43268799781799,-2.8051118850708,15.339940071106,7,0.606073915958405,0,0,4.44027996063232,0,0,0,1,8.36497402191162,13.0299997329712,6.04999971389771,3.23000025749207
150,1994,2,0,-1.97256219387054,-3.3610155582428,-2.7551417350769,15.3655996322632,7,0.747338712215424,0,0,4.46629428863525,0,0,0,1,8.38137340545654,13.9099998474121,6.36000061035156,3.47000026702881
150,1995,2,2,-1.87145221233368,-3.2968373298645,-2.65640711784363,15.3899402618408,7,0.720258235931396,0,0,4.45486879348755,0,0,0,1,8.43706703186035,15.3899993896484,7.01999950408936,3.70000004768372
155,1975,2,0,-1.13010287284851,-2.24431610107422,-1.927579164505,16.1512393951416,-7,0.91880851984024,0,NA,3.96742391586304,0,0,0,1,7.30586004257202,32.3000030517578,14.5500001907349,10.6000003814697
155,1976,1,2,-1.18875586986542,-2.33717656135559,NA,16.1667308807373,-7,0.852535843849182,0,NA,3.82692170143127,0,0,0,1,7.32712316513062,30.4599990844727,NA,9.65999984741211
155,1977,1,1,-1.18547821044922,-2.24526000022888,NA,16.1818695068359,-7,0.85161417722702,0,NA,3.76221799850464,0,0,0,1,7.36960077285767,30.5599994659424,NA,10.5900001525879
155,1978,3,1,-1.17409038543701,-2.18925642967224,NA,16.1967792510986,-7,0.896274626255035,0,NA,3.79568290710449,0,0,0,1,7.56268119812012,30.9099998474121,NA,11.1999998092651
155,1979,1,3,-1.12055122852325,-2.2358615398407,NA,16.2116794586182,-7,0.939620494842529,0,NA,3.89963889122009,0,0,0,1,7.74066400527954,32.6100006103516,NA,10.6899995803833
155,1980,2,1,-1.11565673351288,-2.1982250213623,-1.86046671867371,16.2266807556152,-7,0.953933358192444,0,NA,3.90797138214111,0,0,0,1,7.91425180435181,32.7700004577637,15.5599994659424,11.100001335144
155,1981,0,2,-1.15486514568329,-2.0619945526123,-1.719810962677,16.2418098449707,-7,0.975502908229828,0,NA,3.76517868041992,0,0,0,1,8.01268100738525,31.5100021362305,17.9099998474121,12.7200012207031
155,1982,2,0,-1.22044098377228,-1.79576742649078,-1.52005434036255,16.2571105957031,-7,0.930703401565552,0,NA,3.70430874824524,0,0,0,1,7.94165086746216,29.5100002288818,21.8700008392334,16.6000003814697
155,1983,7,2,-1.28229486942291,-1.86175286769867,-1.60594403743744,16.2726097106934,-6,0.879900097846985,0,NA,3.81391024589539,0,0,0,1,7.88420009613037,27.7399978637695,20.0699996948242,15.5399990081787
155,1984,12,7,-1.24098265171051,-1.85533845424652,-1.61043846607208,16.2883396148682,-6,0.913768112659454,0,NA,3.90351819992065,0,0,0,1,8.01301193237305,28.9099998474121,19.9799995422363,15.6399993896484
155,1985,16,12,-1.26019048690796,-1.98923528194427,-1.74239802360535,16.3043308258057,-6,0.918075561523438,0,NA,3.98639631271362,0,0,0,1,8.13476085662842,28.3600006103516,17.5100002288818,13.6800003051758
155,1986,3,16,-1.31192922592163,-2.08104276657104,-1.83008456230164,16.3205604553223,-6,0.932566463947296,0,NA,4.00951528549194,0,0,0,1,8.2171688079834,26.9300022125244,16.0400009155273,12.4800004959106
155,1987,6,3,-1.36845445632935,-2.21365880966187,-1.96825802326202,16.3370494842529,-6,0.929925739765167,0,NA,4.05463981628418,0,0,0,1,8.32820987701416,25.4500007629395,13.9699993133545,10.9300012588501
155,1988,16,6,-1.48943507671356,-2.32585382461548,-2.05260491371155,16.3537998199463,-1,0.855998694896698,0,NA,4.1299467086792,0,0,0,1,8.44419193267822,22.5500011444092,12.8400001525879,9.76999950408936
155,1989,22,16,-1.518683552742,-2.41463470458984,NA,16.3708000183105,8,0.836112499237061,0,NA,4.20671987533569,0,0,0,1,8.50309467315674,21.8999996185303,NA,8.9399995803833
155,1990,23,22,-1.57310605049133,-2.39032411575317,-2.14814877510071,16.3880500793457,8,0.824339807033539,0,0,4.18922901153564,0,0,0,1,8.51338577270508,20.7399997711182,11.6699991226196,9.15999889373779
155,1991,8,23,-1.49879145622253,-2.37946605682373,-2.13707065582275,16.4047508239746,8,0.848357379436493,0,0,4.12452554702759,0,0,0,1,8.5967435836792,22.3400001525879,11.8000001907349,9.26000118255615
155,1992,2,8,-1.46880686283112,-2.40130114555359,-2.14216828346252,16.4215202331543,8,0.780959904193878,0,0,4.09327697753906,0,0,0,1,8.72095012664795,23.019998550415,11.7400007247925,9.05999946594238
155,1993,2,2,-1.45929527282715,-2.36339735984802,-2.11444711685181,16.4380893707275,8,0.841953814029694,0,0,4.05082654953003,0,0,0,1,8.78155517578125,23.2399997711182,12.0699996948242,9.40999889373779
155,1994,0,2,-1.48854851722717,-2.35809779167175,-2.09070467948914,16.4541702270508,8,0.858821630477905,0,0,4.04811573028564,0,0,0,1,8.85123252868652,22.5699996948242,12.3600006103516,9.46000003814697
155,1995,0,0,-1.50327777862549,-2.40794563293457,-2.12276673316956,16.4694805145264,8,0.850245654582977,0,0,4.08222675323486,0,0,0,1,8.95969676971436,22.2399997711182,11.9700002670288,9
160,1975,39,26,-1.93724775314331,-2.3444492816925,-2.16892862319946,17.0754909515381,6,0.985951483249664,0,NA,2.46832990646362,0,0,0,1,8.42354202270508,14.4099998474121,11.4299993515015,9.59000015258789
160,1976,9,39,-1.78438675403595,-2.21732521057129,NA,17.0912399291992,-9,0.944682538509369,0,NA,2.71448802947998,0,0,0,1,8.4113883972168,16.7899990081787,NA,10.8900003433228
160,1977,3,9,-1.54552459716797,-2.53830742835999,NA,17.106409072876,-9,0.993941724300385,0,NA,2.82981276512146,0,0,0,1,8.50714302062988,21.3199996948242,NA,7.89999961853027
160,1978,3,3,-1.43087339401245,-2.37730860710144,NA,17.1212196350098,-9,1.17460703849792,0,NA,2.66192245483398,0,0,0,1,8.51939105987549,23.9099998474121,NA,9.28000068664551
160,1979,2,3,-1.42461943626404,-2.50225639343262,NA,17.1360301971436,-9,1.25397670269012,0,NA,2.55261826515198,0,0,0,1,8.71358203887939,24.060001373291,NA,8.1899995803833
160,1980,1,2,-1.56877601146698,-2.56915831565857,-2.27108645439148,17.1510696411133,-9,1.15148174762726,0,NA,2.44631052017212,0,0,0,1,8.84505653381348,20.8299999237061,10.3200006484985,7.65999937057495
160,1981,8,1,-1.82883846759796,-2.74887204170227,NA,17.1662101745605,-8,1.09507274627686,0,NA,2.65976858139038,0,0,0,1,8.8414478302002,16.060001373291,NA,6.40000104904175
160,1982,7,8,-1.98777437210083,-2.91507434844971,-2.65498352050781,17.1813907623291,-8,1.0623105764389,1,NA,2.74800729751587,0,0,0,1,8.82981204986572,13.6999998092651,7.02999973297119,5.42000007629395
160,1983,3,7,-2.07864189147949,-2.74887228012085,-2.52198553085327,17.196590423584,8,1.08573222160339,0,NA,2.70722794532776,0,0,0,1,8.83811664581299,12.5100002288818,8.03000068664551,6.39999961853027
160,1984,5,3,-2.06830382347107,-2.77098989486694,-2.42475271224976,17.2117500305176,8,1.06102323532104,0,0,2.51336288452148,0,0,0,1,8.88820457458496,12.6399993896484,8.84999942779541,6.26000070571899
160,1985,4,5,-1.89180076122284,-2.52323174476624,-2.36339735984802,17.2268199920654,8,1.06989014148712,0,0,2.89089488983154,0,0,0,1,8.84419345855713,15.0800008773804,9.40999984741211,8.02000045776367
160,1986,0,4,-1.89578759670258,-2.5010359287262,-2.35493159294128,17.241720199585,8,1.1121187210083,0,0,2.673184633255,0,0,0,1,8.95969676971436,15.0199995040894,9.49000072479248,8.20000076293945
160,1987,4,0,-1.95616257190704,-2.5194981098175,-2.36659049987793,17.2563591003418,8,1.08116018772125,0,0,2.73754239082336,0,0,0,1,9.06612396240234,14.1399993896484,9.38000011444092,8.05000019073486
160,1988,1,4,-2.37838673591614,-2.72113561630249,NA,17.2706203460693,8,0.948805928230286,0,0,2.75642490386963,0,0,0,1,9.08794689178467,9.26999950408936,NA,6.57999897003174
160,1989,6,1,-2.31769871711731,-2.73029589653015,-2.57833862304688,17.2844104766846,7,0.914629638195038,0,0,2.97745633125305,0,0,0,1,9.02509498596191,9.84999942779541,7.59000015258789,6.51999950408936
160,1990,1,6,-2.2576117515564,-2.66068959236145,-1.77254521846771,17.2975807189941,7,0.775812685489655,0,0,2.70744061470032,0,0,0,1,8.95169925689697,10.460000038147,16.9899997711182,6.99000072479248
160,1991,7,1,-2.18658137321472,-2.55747723579407,-2.20455121994019,17.3108005523682,7,0.749835848808289,1,0,2.62126064300537,0,0,0,1,9.06912231445312,11.2300004959106,11.0300006866455,7.75000095367432
160,1992,1,7,-2.09232425689697,-2.5010359287262,-2.18302583694458,17.3240795135498,7,0.79300993680954,0,0,2.6899528503418,0,0,0,1,9.19248199462891,12.3400001525879,11.2700004577637,8.20000076293945
160,1993,2,1,-1.97472131252289,-2.59829926490784,-2.21183085441589,17.3374004364014,7,0.779884159564972,0,0,2.78984904289246,0,0,0,1,9.24802112579346,13.8799991607666,10.9499998092651,7.44000053405762
160,1994,2,2,-1.99436545372009,-2.47574877738953,-2.08104276657104,17.3507804870605,7,0.775622308254242,0,0,2.89878511428833,0,0,0,1,9.31099987030029,13.6099996566772,12.4800004959106,8.40999889373779
160,1995,0,2,-2.04407429695129,-2.47693848609924,-2.12276673316956,17.3642101287842,7,0.736051678657532,0,0,2.98394393920898,0,0,0,1,9.30428600311279,12.9499998092651,11.9700002670288,8.39999961853027
165,1975,0,0,-2.79360818862915,-2.69119310379028,NA,14.855429649353,-8,1.09057700634003,0,0,3.61250281333923,0,0,0,1,7.88420009613037,6.11999988555908,NA,6.78000020980835
165,1976,0,0,-2.89317560195923,-2.57965707778931,NA,14.8610696792603,-8,1.16363310813904,0,0,3.67977809906006,0,0,0,1,7.92407178878784,5.53999996185303,NA,7.5799994468689
165,1977,0,0,-2.80842328071594,-2.58893465995789,NA,14.8670301437378,-8,1.16937756538391,0,0,3.75080609321594,0,0,0,1,7.96485090255737,6.03000020980835,NA,7.51000022888184
165,1978,0,0,-2.68971920013428,-2.64366793632507,NA,14.8729496002197,-7,1.18968653678894,0,0,3.68891263008118,0,0,0,1,8.08487033843994,6.78999996185303,NA,7.11000061035156
165,1979,1,0,-2.98975014686584,-2.68531060218811,NA,14.8788404464722,-7,1.16498076915741,0,0,3.63758873939514,0,0,0,1,8.24038505554199,5.02999973297119,NA,6.82000064849854
165,1980,0,1,-3.53016781806946,-2.78062081336975,-2.47574877738953,14.8850402832031,-7,1.22134935855865,0,0,3.57415294647217,0,0,0,1,8.42726802825928,2.9300000667572,8.40999984741211,6.20000076293945
165,1981,0,0,-3.42038035392761,-2.68824744224548,-2.37730860710144,14.8912000656128,-7,1.25653600692749,0,0,3.53326201438904,0,0,0,1,8.4601993560791,3.26999974250793,9.28000068664551,6.80000114440918
165,1982,0,0,-3.13499426841736,-2.72265625,NA,14.8976497650146,-7,1.19441115856171,0,0,3.45368409156799,0,0,0,1,8.38114452362061,4.34999990463257,NA,6.57000112533569
165,1983,1,0,-2.7790093421936,-2.7535707950592,NA,14.9040699005127,-7,1.19650459289551,0,0,3.89777684211731,0,0,0,1,8.29254817962646,6.21000003814697,NA,6.36999988555908
165,1984,1,1,-2.51083993911743,-2.80676627159119,-2.46863961219788,14.9104499816895,-7,1.18727695941925,0,0,3.87028527259827,0,0,0,1,8.34355354309082,8.1200008392334,8.47000026702881,6.03999948501587
165,1985,0,1,-2.49495697021484,-2.68384552001953,-2.35915541648865,14.9171199798584,9,1.21780455112457,0,0,3.86820840835571,0,0,0,1,8.39840984344482,8.25,9.44999980926514,6.82999992370605
165,1986,0,0,-2.59026718139648,-2.52823185920715,-2.1946280002594,14.9224195480347,9,1.29804933071136,0,0,3.83910250663757,0,0,0,1,8.51499080657959,7.50000047683716,11.1400003433228,7.97999954223633
165,1987,0,0,-2.66499066352844,-2.62003922462463,-2.26528930664062,14.9280300140381,9,1.31179893016815,0,0,3.71002054214478,0,0,0,1,8.6681957244873,6.96000003814697,10.3800001144409,7.28000116348267
165,1988,0,0,-2.35072541236877,-2.56394982337952,-2.24243116378784,14.9339303970337,9,1.23864221572876,0,0,3.68371152877808,0,0,0,1,8.74097633361816,9.52999973297119,10.6199998855591,7.69999980926514
165,1989,1,0,-2.12695264816284,-2.51083993911743,-2.21091794967651,14.9394702911377,10,0.989730536937714,0,0,3.71828198432922,0,0,0,1,8.73584747314453,11.9200000762939,10.960000038147,8.1200008392334
165,1990,3,1,-2.23961019515991,-2.48771047592163,-2.21000599861145,14.9488496780396,10,1.01616168022156,0,0,3.72878432273865,0,0,0,1,8.72858810424805,10.6499996185303,10.9700002670288,8.3100004196167
165,1991,2,3,-2.43269371986389,-2.45807003974915,-2.19912648200989,14.9553604125977,10,0.998440325260162,0,0,3.65208315849304,0,0,0,1,8.76857471466064,8.78000068664551,11.0900001525879,8.55999946594238
165,1992,0,2,-2.60911011695862,-2.43269371986389,-2.18569135665894,14.9623498916626,10,0.960749387741089,0,0,3.69070386886597,0,0,0,1,8.86869430541992,7.3600001335144,11.2399997711182,8.78000068664551
165,1993,0,0,-2.77740025520325,-2.56785345077515,NA,14.9696197509766,10,0.977911651134491,0,0,3.65545105934143,0,0,0,1,8.90327167510986,6.21999979019165,NA,7.67000102996826
165,1994,1,0,-2.8913722038269,-2.59829926490784,-2.32687783241272,14.9769897460938,10,1.02928733825684,0,0,3.69259333610535,0,0,0,1,8.98632144927979,5.55000019073486,9.76000022888184,7.44000053405762
165,1995,1,1,-2.92248177528381,-2.63526463508606,-2.33098459243774,14.9842700958252,10,0.95291531085968,0,0,3.64015340805054,0,0,0,1,8.99367618560791,5.38000011444092,9.72000026702881,7.16999912261963
200,1975,11,30,-1.03282451629639,-2.06278109550476,-1.6424777507782,17.8448905944824,10,1.41032445430756,0,1,3.96208500862122,1,0,0,0,8.67094421386719,35.6000022888184,19.3500003814697,12.7100009918213
200,1976,19,11,-1.04270470142365,-2.06435585021973,NA,17.8447093963623,10,1.38747406005859,0,1,4.04720783233643,1,0,0,0,8.70731735229492,35.25,NA,12.6900005340576
200,1977,21,19,-1.06885933876038,-2.12443900108337,NA,17.8442497253418,10,1.37216556072235,0,1,4.07332706451416,1,0,0,0,8.7806339263916,34.3400001525879,NA,11.9499988555908
200,1978,18,21,-1.11901915073395,-2.13707065582275,NA,17.8440399169922,10,1.36289608478546,0,1,4.01077318191528,1,0,0,0,8.88516426086426,32.6599998474121,NA,11.8000001907349
200,1979,21,18,-1.12485361099243,-2.15589070320129,NA,17.8451690673828,10,1.35878944396973,0,1,4.01090526580811,1,0,0,0,9.02388954162598,32.4700012207031,NA,11.5799999237061
200,1980,12,21,-1.04355609416962,-2.06672286987305,-1.70210158824921,17.8467407226562,10,1.34545266628265,0,0,3.95182275772095,1,0,0,0,9.11239719390869,35.2200012207031,18.2299995422363,12.6599979400635
200,1981,7,12,-1.02137351036072,-2.02722859382629,-1.67718148231506,17.8471298217773,10,1.36750602722168,0,0,3.91935634613037,1,0,0,0,9.15016555786133,36.0099983215332,18.6900005340576,13.1700010299683
200,1982,10,7,-0.963906586170197,-2.01290512084961,-1.67450988292694,17.8465309143066,10,1.41322433948517,1,0,3.92452502250671,1,0,0,0,9.18645763397217,38.1399993896484,18.7399997711182,13.3599977493286
200,1983,14,10,-0.994792938232422,-1.97977721691132,-1.65862810611725,17.8475704193115,10,1.42388308048248,0,0,3.95007753372192,1,0,0,0,9.20422172546387,36.9799995422363,19.0400009155273,13.8099994659424
200,1984,27,14,-0.993441820144653,-2.05807161331177,-1.719810962677,17.8498592376709,10,1.41114175319672,0,0,4.03936672210693,1,0,0,0,9.27058887481689,37.0299987792969,17.9099998474121,12.769998550415
200,1985,5,27,-0.982163429260254,-2.11113858222961,-1.76960670948029,17.8530197143555,10,1.39584875106812,0,0,4.03362941741943,1,0,0,0,9.36108493804932,37.4500007629395,17.0399990081787,12.1100006103516
200,1986,8,5,-1.01225113868713,-2.13368654251099,-1.78557860851288,17.8559608459473,10,1.43775200843811,0,0,3.95187830924988,1,0,0,0,9.45649719238281,36.3400001525879,16.769998550415,11.8400001525879
200,1987,8,8,-1.02862000465393,-2.15244245529175,-1.80302262306213,17.8587207794189,10,1.45697939395905,0,0,3.95017147064209,1,0,0,0,9.59321880340576,35.75,16.4799995422363,11.6199998855591
200,1988,13,8,-1.02387595176697,-2.16282320022583,-1.81830871105194,17.8613300323486,10,1.4689062833786,0,0,3.90434002876282,1,0,0,0,9.70436573028564,35.9199981689453,16.230001449585,11.4999990463257
200,1989,16,13,-1.03704690933228,-2.18391346931458,-1.83571135997772,17.8648204803467,10,1.11767375469208,0,0,3.94247174263,1,0,0,0,9.71190357208252,35.4500007629395,15.9500007629395,11.2600011825562
200,1990,87,16,-0.998585939407349,-2.19642496109009,-1.83822238445282,17.8683605194092,10,1.09511232376099,0,0,3.92485070228577,1,0,0,0,9.72352313995361,36.8400001525879,15.9099998474121,11.1199989318848
200,1991,38,87,-0.995604515075684,-2.11776661872864,-1.76784765720367,17.8726406097412,10,1.08613348007202,1,0,3.85649728775024,1,0,0,0,9.72847938537598,36.9500007629395,17.0699996948242,12.0300006866455
200,1992,35,38,-1.02415430545807,-2.05494403839111,-1.71091711521149,17.8760604858398,10,1.01858639717102,0,0,3.87816095352173,1,0,0,0,9.75637912750244,35.9099998474121,18.0699996948242,12.8100004196167
200,1993,15,35,-1.05612766742706,-2.05650663375854,-1.70760214328766,17.8792400360107,10,0.977362155914307,0,0,3.94637989997864,1,0,0,0,9.7961254119873,34.7799987792969,18.1299991607666,12.7899990081787
200,1994,2,15,-1.04298841953278,-2.23119521141052,-1.83070826530457,17.882740020752,10,0.96498304605484,0,0,3.97853541374207,1,0,0,0,9.84054756164551,35.2400016784668,16.0300006866455,10.7399988174438
200,1995,9,2,-1.01721656322479,-2.06672286987305,-1.72316670417786,17.8863506317139,10,0.961516320705414,0,0,4.04468393325806,1,0,0,0,9.90173625946045,36.1599998474121,17.8500003814697,12.6599979400635
205,1975,25,4,-1.14822280406952,-2.56915831565857,-2.02041816711426,14.9714498519897,10,1.0706045627594,0,0,4.45947742462158,1,0,0,0,8.14177227020264,31.7200012207031,13.2599992752075,7.65999937057495
205,1976,3,25,-1.0592954158783,-2.22192716598511,NA,14.9873695373535,10,1.0906001329422,0,0,4.55355167388916,1,0,0,0,8.15937519073486,34.6700019836426,NA,10.8400001525879
205,1977,1,3,-1.09183537960052,-2.22285008430481,NA,15.0009098052979,10,1.0884792804718,0,0,4.62503385543823,1,0,0,0,8.271803855896,33.5599975585938,NA,10.8300008773804
205,1978,3,1,-1.10957217216492,-2.22747755050659,NA,15.0136699676514,10,1.11973595619202,0,0,4.64235019683838,1,0,0,0,8.41825675964355,32.9700012207031,NA,10.7800006866455
205,1979,2,3,-1.10926878452301,-2.20545840263367,NA,15.0298299789429,10,1.08710515499115,0,0,4.69684648513794,1,0,0,0,8.5434455871582,32.9799995422363,NA,11.0199995040894
205,1980,4,2,-1.01417922973633,-2.16021776199341,-1.74985003471375,15.0395803451538,10,1.10992085933685,0,0,4.66798639297485,1,0,0,0,8.67265701293945,36.2699966430664,17.3800010681152,11.5300006866455
205,1981,1,4,-0.980029582977295,-2.14216828346252,-1.72036945819855,15.0518503189087,10,1.15782403945923,0,0,4.65491151809692,1,0,0,0,8.75494956970215,37.5299987792969,17.8999996185303,11.7400016784668
205,1982,2,1,-0.916040778160095,-2.10291481018066,-1.71479833126068,15.0625400543213,10,1.20854556560516,0,0,4.5830454826355,1,0,0,0,8.80911636352539,40.0099983215332,18,12.2100009918213
205,1983,2,2,-0.872034668922424,-2.09151411056519,-1.71257865428925,15.0694198608398,10,1.24031209945679,0,0,4.62237024307251,1,0,0,0,8.8004150390625,41.810001373291,18.0399990081787,12.3500003814697
205,1984,0,2,-0.864647507667542,-2.12863183021545,-1.74812531471252,15.0765199661255,10,1.26156663894653,0,0,4.72506761550903,1,0,0,0,8.90639305114746,42.1199989318848,17.4100017547607,11.8999996185303
205,1985,5,0,-0.887460350990295,-2.1311559677124,-1.75100159645081,15.0796403884888,10,1.22215795516968,0,0,4.72003889083862,1,0,0,0,8.99355125427246,41.1700019836426,17.3599987030029,11.8699998855591
205,1986,1,5,-0.918793916702271,-2.13453149795532,-1.74411273002625,15.0799198150635,10,1.22483122348785,0,0,4.61613082885742,1,0,0,0,9.04475784301758,39.8999977111816,17.480001449585,11.8299999237061
205,1987,0,1,-0.917291224002838,-2.16805410385132,-1.76026082038879,15.0816097259521,10,1.25755321979523,0,0,4.65272808074951,1,0,0,0,9.17740345001221,39.9599990844727,17.2000007629395,11.4400014877319
205,1988,0,0,-0.917291224002838,-2.20727491378784,-1.81830883026123,15.0770101547241,10,1.30365812778473,0,0,4.69618940353394,1,0,0,0,9.31009483337402,39.9599990844727,16.2299995422363,11
205,1989,1,0,-1.02137351036072,-2.28180265426636,-1.88915181159973,15.0709800720215,10,0.890489757061005,0,0,4.76279020309448,1,0,0,0,9.37041664123535,36.0099983215332,15.1199998855591,10.2099990844727
205,1990,4,1,-1.01666378974915,-2.29065656661987,-1.90246760845184,15.0699300765991,10,0.885359942913055,0,0,4.69438552856445,1,0,0,0,9.44833278656006,36.1800003051758,14.9199991226196,10.1199989318848
205,1991,0,4,-0.995875239372253,-2.23679733276367,-1.85342216491699,15.075590133667,10,0.893652617931366,0,0,4.70772504806519,1,0,0,0,9.48257923126221,36.939998626709,15.6700000762939,10.6800003051758
205,1992,1,0,-0.989130318164825,-2.20273971557617,-1.8158472776413,15.082200050354,10,0.893495261669159,0,0,4.73649406433105,1,0,0,0,9.55803489685059,37.189998626709,16.2700004577637,11.0500011444092
205,1993,1,1,-0.990206480026245,-2.12611389160156,-1.75677847862244,15.086199760437,10,0.868841767311096,0,0,4.79894018173218,1,0,0,0,9.59369659423828,37.1499977111816,17.2600002288818,11.9300003051758
205,1994,0,1,-0.980562627315521,-2.15330338478088,-1.77078115940094,15.0882701873779,10,0.894088745117188,0,0,4.88031530380249,1,0,0,0,9.6609058380127,37.5099983215332,17.019998550415,11.6099996566772
205,1995,0,0,-1.21469676494598,-2.32483077049255,-1.90717029571533,15.0970001220703,10,0.909568786621094,0,0,4.95265436172485,1,0,0,0,9.79372882843018,29.6799983978271,14.8499994277954,9.77999973297119
210,1975,0,6,-0.753321886062622,-1.47840964794159,-1.18286383152008,16.430419921875,10,1.6510409116745,0,1,4.63073444366455,1,0,0,0,8.80282306671143,47.0800018310547,30.6399993896484,22.7999992370605
210,1976,8,0,-0.746758997440338,-1.46447205543518,NA,16.438289642334,10,1.60974478721619,0,1,4.6532039642334,1,0,0,0,8.85509300231934,47.3899993896484,NA,23.120002746582
210,1977,4,8,-0.728152751922607,-1.45115292072296,NA,16.4442291259766,10,1.61772394180298,0,1,4.60448455810547,1,0,0,0,8.90652847290039,48.2799987792969,NA,23.4300003051758
210,1978,3,4,-0.728567123413086,-1.41387116909027,NA,16.4504203796387,10,1.61623299121857,0,0,4.5655779838562,1,0,0,0,9.00208568572998,48.2600021362305,NA,24.3199996948242
210,1979,2,3,-0.718054831027985,-1.38909828662872,NA,16.4572792053223,10,1.61859285831451,0,0,4.6586217880249,1,0,0,0,9.12641525268555,48.7699966430664,NA,24.9300003051758
210,1980,0,2,-0.690151631832123,-1.36570775508881,-1.11230564117432,16.4652309417725,10,1.56748151779175,0,0,4.72303342819214,1,0,0,0,9.23698234558105,50.1500015258789,32.8800010681152,25.5200004577637
210,1981,5,0,-0.6782585978508,-1.32651722431183,-1.08382225036621,16.4720592498779,10,1.57954812049866,0,0,4.78815221786499,1,0,0,0,9.28163719177246,50.75,33.8299980163574,26.5399990081787
210,1982,1,5,-0.666894793510437,-1.27546882629395,-1.0483945608139,16.4766807556152,10,1.59562432765961,0,0,4.76741075515747,1,0,0,0,9.27902698516846,51.3300018310547,35.0499992370605,27.9300003051758
210,1983,2,1,-0.643976092338562,-1.26054310798645,-1.04412412643433,16.4804401397705,10,1.61444592475891,0,0,4.76369571685791,1,0,0,0,9.27911853790283,52.5200004577637,35.2000007629395,28.3500022888184
210,1984,4,2,-0.663200080394745,-1.29462718963623,-1.08648610115051,16.4843997955322,10,1.5633065700531,0,0,4.83104753494263,1,0,0,0,9.35919094085693,51.5200004577637,33.7400016784668,27.3999996185303
210,1985,5,4,-0.672364592552185,-1.33218514919281,-1.12055122852325,16.4891109466553,10,1.52461564540863,0,0,4.85183572769165,1,0,0,0,9.42891311645508,51.0500030517578,32.6100006103516,26.3899974822998
210,1986,1,5,-0.673344552516937,-1.3563472032547,-1.13849723339081,16.4946098327637,10,1.57168400287628,0,0,4.67254829406738,1,0,0,0,9.51539611816406,51,32.0300025939941,25.7600002288818
210,1987,9,1,-0.675307273864746,-1.34132099151611,-1.11596190929413,16.5009708404541,10,1.61316049098969,0,0,4.66411542892456,1,0,0,0,9.61540508270264,50.9000015258789,32.7600021362305,26.1499996185303
210,1988,4,9,-0.686966359615326,-1.37436580657959,-1.15518260002136,16.5074291229248,10,1.60746109485626,0,0,4.70711278915405,1,0,0,0,9.70491504669189,50.3099975585938,31.5,25.2999992370605
210,1989,4,4,-0.746126055717468,-1.3668839931488,-1.16155207157135,16.5134391784668,10,1.13810896873474,0,0,4.7593355178833,1,0,0,0,9.7232837677002,47.4200019836426,31.2999992370605,25.4899978637695
210,1990,1,4,-0.753534317016602,-1.36414158344269,-1.16187155246735,16.5203609466553,10,1.11810982227325,0,0,4.73251008987427,1,0,0,0,9.76462745666504,47.0699996948242,31.2900009155273,25.560001373291
